Clavage	N	Type	abundance	gen_length	palindrome_len	perc_identity	subject_id
True	10201	V	13	299	2	96.3	IGHV4-39
True	10201	D left	13	31	0	100.0	IGHD2-15
True	10201	D right	13	31	0	100.0	IGHD2-15
False	10201	J	13	62	2	97.78	IGHJ6
True	10202	V	13	296	1	94.88	IGHV3-48
True	10202	D left	13	37	0	100.0	IGHD3-16
True	10202	D right	13	37	0	100.0	IGHD3-16
True	10202	J	13	62	0	100.0	IGHJ6
True	10203	V	38	299	0	91.16	IGHV4-39
True	10203	D left	38	30	0	100.0	IGHD3-10
True	10203	D right	38	30	0	100.0	IGHD3-10
True	10203	J	38	48	0	100.0	IGHJ4
True	10204	V	27	299	0	75.17	IGHV4-39
False	10204	D left	27	31	1	100.0	IGHD3-3
True	10204	D right	27	31	0	100.0	IGHD3-3
True	10204	J	27	62	1	100.0	IGHJ6
False	10205	V	9	294	0	100.0	IGHV3-30-3
True	10205	D left	9	21	0	100.0	IGHD6-13
False	10205	D right	9	21	0	100.0	IGHD6-13
True	10205	J	9	48	0	100.0	IGHJ4
False	10206	V	6	296	1	100.0	IGHV1-69
True	10206	D left	6	31	0	100.0	IGHD3-9
True	10206	D right	6	31	0	100.0	IGHD3-9
True	10206	J	6	48	0	97.37	IGHJ4
False	10207	V	16	299	0	97.66	IGHV4-30-4
True	10207	D left	16	20	0	100.0	IGHD5-5
True	10207	D right	16	20	0	100.0	IGHD5-5
True	10207	J	16	48	0	100.0	IGHJ4
False	10208	V	20	293	2	100.0	IGHV4-59
True	10208	D left	20	20	0	100.0	IGHD1-26
False	10208	D right	20	20	1	100.0	IGHD1-26
True	10208	J	20	62	0	100.0	IGHJ6
False	10209	V	12	298	0	99.33	IGHV3-9
True	10209	D left	12	20	0	93.75	IGHD1-26
False	10209	D right	12	20	0	93.75	IGHD1-26
False	10209	J	12	48	1	100.0	IGHJ4
False	10210	V	30	299	1	95.32	IGHV4-39
True	10210	D left	30	37	0	100.0	IGHD3-16
True	10210	D right	30	37	0	100.0	IGHD3-16
True	10210	J	30	62	0	97.3	IGHJ6
True	10211	V	17	299	0	100.0	IGHV4-31
True	10211	D left	17	21	0	100.0	IGHD6-19
True	10211	D right	17	21	0	100.0	IGHD6-19
True	10211	J	17	48	0	100.0	IGHJ4
False	10212	V	8	296	1	100.0	IGHV3-33
True	10212	D left	8	20	0	100.0	IGHD1-26
False	10212	D right	8	20	0	100.0	IGHD1-26
False	10212	J	8	48	1	100.0	IGHJ4
True	10213	V	9	302	0	100.0	IGHV3-49
True	10213	D left	9	23	0	100.0	IGHD5-12
True	10213	D right	9	23	0	100.0	IGHD5-12
False	10213	J	9	62	2	100.0	IGHJ6
True	10214	V	17	297	0	100.0	IGHV2-5
True	10214	D left	17	23	0	100.0	IGHD5-12
True	10214	D right	17	23	0	100.0	IGHD5-12
True	10215	V	45	299	1	96.31	IGHV4-39
True	10215	D left	45	31	0	95.65	IGHD3-3
True	10215	D right	45	31	0	95.65	IGHD3-3
True	10215	J	45	48	0	100.0	IGHJ4
True	10216	V	17	296	0	95.92	IGHV3-7
True	10216	D left	17	31	0	100.0	IGHD2/OR15-2b
True	10216	D right	17	31	1	100.0	IGHD2/OR15-2b
True	10216	J	17	48	1	97.22	IGHJ4
False	10217	V	54	296	1	98.31	IGHV1-24
True	10217	D left	54	21	0	100.0	IGHD6-19
True	10217	D right	54	21	1	100.0	IGHD6-19
True	10218	V	9	296	0	98.62	IGHV3-23
True	10219	V	22	305	2	80.53	IGHV6-1
True	10219	D left	22	20	0	100.0	IGHD5-24
True	10219	D right	22	20	0	100.0	IGHD5-24
False	10219	J	22	51	1	100.0	IGHJ5
False	10220	V	12	296	2	100.0	IGHV1-18
True	10220	D left	12	31	0	100.0	IGHD3-9
True	10220	D right	12	31	0	100.0	IGHD3-9
True	10220	J	12	62	0	97.96	IGHJ6
True	10221	V	8	299	0	97.32	IGHV4-39
True	10221	D left	8	18	0	100.0	IGHD6-6
True	10221	D right	8	18	2	100.0	IGHD6-6
False	10221	J	8	48	2	100.0	IGHJ4
True	10222	V	19	296	0	90.85	IGHV5-51
True	10222	D left	19	20	0	100.0	IGHD1-26
True	10222	D right	19	20	0	100.0	IGHD1-26
True	10222	J	19	51	0	100.0	IGHJ5
False	10223	V	27	293	1	100.0	IGHV4-59
True	10223	D left	27	31	0	100.0	IGHD2-15
True	10223	D right	27	31	0	100.0	IGHD2-15
True	10223	J	27	51	1	100.0	IGHJ5
True	10224	V	14	299	0	94.63	IGHV4-30-4
True	10224	D left	14	31	0	100.0	IGHD2-2
True	10224	D right	14	31	0	100.0	IGHD2-2
True	10224	J	14	48	0	100.0	IGHJ4
False	10225	V	19	296	0	97.97	IGHV3-48
True	10225	D left	19	31	0	100.0	IGHD2-2
True	10225	D right	19	31	0	100.0	IGHD2-2
True	10225	J	19	51	0	100.0	IGHJ5
True	10226	V	18	293	2	99.31	IGHV4-59
True	10226	D left	18	31	0	100.0	IGHD3-10
True	10226	D right	18	31	0	100.0	IGHD3-10
True	10226	J	18	62	0	100.0	IGHJ6
False	10227	V	7	296	1	97.97	IGHV3-7
True	10227	D left	7	31	0	100.0	IGHD3-3
True	10227	D right	7	31	0	100.0	IGHD3-3
True	10227	J	7	48	2	96.67	IGHJ4
True	10228	V	39	293	0	98.97	IGHV4-59
True	10228	D left	39	16	0	100.0	IGHD4-17
False	10228	D right	39	16	0	100.0	IGHD4-17
True	10228	J	39	62	0	97.62	IGHJ6
False	10229	V	12	293	1	100.0	IGHV4-34
True	10229	D left	12	31	0	100.0	IGHD2-15
False	10229	D right	12	31	1	100.0	IGHD2-15
True	10229	J	12	51	0	100.0	IGHJ5
True	10230	V	34	296	0	86.78	IGHV3-48
True	10230	D left	34	31	0	100.0	IGHD3/OR15-3b
True	10230	D right	34	31	0	100.0	IGHD3/OR15-3b
True	10230	J	34	62	0	100.0	IGHJ6
True	10231	V	28	298	0	95.93	IGHV3-9
True	10231	D left	28	16	0	100.0	IGHD4-17
True	10231	D right	28	16	0	100.0	IGHD4-17
True	10232	V	7	296	0	100.0	IGHV1-2
True	10232	D left	7	18	1	100.0	IGHD6-6
True	10232	D right	7	18	0	100.0	IGHD6-6
True	10232	J	7	53	0	100.0	IGHJ2
True	10233	V	14	296	1	83.73	IGHV3-30
True	10233	D left	14	31	0	100.0	IGHD3-3
True	10233	D right	14	31	0	100.0	IGHD3-3
True	10233	J	14	51	0	100.0	IGHJ5
True	10234	V	28	296	0	99.66	IGHV3-23
True	10234	D left	28	30	1	100.0	IGHD3-10
True	10234	D right	28	30	0	100.0	IGHD3-10
True	10234	J	28	48	0	100.0	IGHJ4
True	10235	V	6	296	2	100.0	IGHV3-23
True	10235	D left	6	31	0	100.0	IGHD3-9
True	10235	D right	6	31	0	100.0	IGHD3-9
True	10235	J	6	62	0	98.11	IGHJ6
True	10236	V	15	296	1	94.81	IGHV1-18
True	10236	D left	15	37	0	94.74	IGHD3-16
True	10236	D right	15	37	2	94.74	IGHD3-16
True	10236	J	15	48	1	94.29	IGHJ4
False	10237	V	22	299	1	92.31	IGHV4-39
True	10237	D left	22	20	0	100.0	IGHD5-24
True	10237	D right	22	20	1	100.0	IGHD5-24
True	10237	J	22	48	0	100.0	IGHJ4
True	10238	V	7	296	0	100.0	IGHV3-21
False	10238	D left	7	16	1	100.0	IGHD4-11
False	10238	D right	7	16	2	100.0	IGHD4-11
True	10238	J	7	48	0	100.0	IGHJ4
False	10239	V	12	296	3	88.51	IGHV1-69
True	10239	D left	12	37	0	100.0	IGHD3-16
True	10239	D right	12	37	0	100.0	IGHD3-16
True	10239	J	12	51	0	100.0	IGHJ5
False	10240	V	29	296	1	99.66	IGHV1-18
False	10240	D left	29	11	0	100.0	IGHD7-27
True	10240	D right	29	11	2	100.0	IGHD7-27
True	10240	J	29	48	0	100.0	IGHJ4
True	10241	V	14	296	0	100.0	IGHV3-48
True	10241	D left	14	31	0	100.0	IGHD3-22
True	10241	D right	14	31	0	100.0	IGHD3-22
True	10241	J	14	62	0	97.87	IGHJ6
True	10242	V	25	299	0	85.57	IGHV4-39
True	10242	D left	25	23	0	100.0	IGHD5-12
True	10242	D right	25	23	0	100.0	IGHD5-12
True	10243	V	11	296	0	99.66	IGHV1-8
True	10243	D left	11	31	0	100.0	IGHD3-10
True	10243	D right	11	31	0	100.0	IGHD3-10
True	10243	J	11	48	1	100.0	IGHJ4
True	10244	V	26	296	1	99.32	IGHV1-18
True	10244	D left	26	21	0	100.0	IGHD6-13
True	10244	D right	26	21	0	100.0	IGHD6-13
True	10244	J	26	62	0	100.0	IGHJ6
True	10245	V	22	296	0	96.91	IGHV1-24
False	10245	D left	22	19	0	100.0	IGHD4-23
True	10245	D right	22	19	0	100.0	IGHD4-23
False	10246	V	45	293	2	100.0	IGHV4-34
True	10246	D left	45	31	0	100.0	IGHD2-8
True	10246	D right	45	31	0	100.0	IGHD2-8
True	10246	J	45	48	0	100.0	IGHJ4
False	10247	V	10	299	2	100.0	IGHV4-39
True	10247	D left	10	21	0	100.0	IGHD6-13
False	10247	D right	10	21	1	100.0	IGHD6-13
True	10247	J	10	51	1	100.0	IGHJ5
False	10248	V	26	299	0	99.33	IGHV4-39
True	10248	D left	26	21	0	100.0	IGHD6-19
True	10248	D right	26	21	0	100.0	IGHD6-19
False	10248	J	26	51	1	100.0	IGHJ5
False	10249	V	18	296	1	96.96	IGHV3-11
True	10249	D left	18	31	1	100.0	IGHD3-22
True	10249	D right	18	31	0	100.0	IGHD3-22
True	10249	J	18	62	0	100.0	IGHJ6
True	10250	V	22	293	1	99.66	IGHV4-34
True	10250	D left	22	31	0	100.0	IGHD2-15
False	10250	D right	22	31	0	100.0	IGHD2-15
True	10250	J	22	62	1	97.78	IGHJ6
True	10251	V	19	293	1	100.0	IGHV3-53
True	10251	D left	19	31	0	100.0	IGHD2/OR15-2b
True	10251	D right	19	31	0	100.0	IGHD2/OR15-2b
True	10251	J	19	48	0	100.0	IGHJ4
False	10252	V	10	294	0	98.98	IGHV3-30-3
True	10252	D left	10	21	0	100.0	IGHD6-19
True	10252	D right	10	21	1	100.0	IGHD6-19
True	10252	J	10	48	0	97.14	IGHJ4
False	10253	V	33	296	0	97.97	IGHV3-23
True	10253	D left	33	21	0	100.0	IGHD6-19
False	10253	D right	33	21	1	100.0	IGHD6-19
True	10253	J	33	48	0	94.74	IGHJ4
False	10254	V	10	296	1	100.0	IGHV1-2
True	10254	D left	10	31	0	100.0	IGHD3-10
True	10254	D right	10	31	0	100.0	IGHD3-10
True	10254	J	10	62	2	100.0	IGHJ6
True	10255	V	21	296	0	100.0	IGHV3-21
True	10255	D left	21	30	0	100.0	IGHD3-10
True	10255	D right	21	30	1	100.0	IGHD3-10
True	10255	J	21	62	0	100.0	IGHJ6
False	10256	V	28	296	3	91.22	IGHV3-30
True	10256	D left	28	31	0	100.0	IGHD3-3
True	10256	D right	28	31	0	100.0	IGHD3-3
True	10256	J	28	62	0	97.67	IGHJ6
False	10257	V	6	294	0	99.23	IGHV3-30-3
True	10257	D left	6	20	0	100.0	IGHD5-5
False	10257	D right	6	20	2	100.0	IGHD5-5
True	10257	J	6	48	0	100.0	IGHJ4
False	10258	V	46	299	0	99.67	IGHV4-39
True	10258	D left	46	20	2	100.0	IGHD1-26
True	10258	D right	46	20	0	100.0	IGHD1-26
True	10258	J	46	52	0	100.0	IGHJ1
False	10259	V	9	296	0	97.3	IGHV3-64
True	10259	D left	9	31	0	100.0	IGHD3-9
True	10259	D right	9	31	0	100.0	IGHD3-9
True	10259	J	9	48	0	100.0	IGHJ4
False	10260	V	15	305	2	100.0	IGHV6-1
True	10260	D left	15	31	0	100.0	IGHD3/OR15-3b
True	10260	D right	15	31	0	100.0	IGHD3/OR15-3b
True	10260	J	15	48	0	100.0	IGHJ4
False	10261	V	51	301	0	88.04	IGHV2-5
True	10261	D left	51	21	1	100.0	IGHD6-19
True	10261	D right	51	21	1	100.0	IGHD6-19
True	10261	J	51	62	0	97.5	IGHJ6
False	10262	V	35	296	0	89.19	IGHV1-69
True	10262	D left	35	31	0	94.12	IGHD2-2
True	10262	D right	35	31	0	94.12	IGHD2-2
True	10262	J	35	50	0	100.0	IGHJ3
True	10263	V	18	296	0	89.46	IGHV1-69
True	10263	D left	18	21	0	100.0	IGHD6-19
True	10263	D right	18	21	0	100.0	IGHD6-19
True	10263	J	18	51	0	100.0	IGHJ5
True	10264	V	14	296	0	96.58	IGHV4-4
True	10264	D left	14	20	1	100.0	IGHD1-26
True	10264	D right	14	20	0	100.0	IGHD1-26
True	10264	J	14	48	0	96.97	IGHJ4
False	10265	V	16	296	0	100.0	IGHV1-69
True	10265	D left	16	31	0	100.0	IGHD2-2
True	10265	D right	16	31	0	100.0	IGHD2-2
True	10265	J	16	48	0	100.0	IGHJ4
True	10266	V	26	305	2	100.0	IGHV6-1
True	10266	D left	26	20	0	100.0	IGHD1-26
True	10266	D right	26	20	0	100.0	IGHD1-26
True	10266	J	26	51	0	100.0	IGHJ5
False	10267	V	14	296	0	93.58	IGHV3-74
False	10267	D left	14	31	0	100.0	IGHD3-3
True	10267	D right	14	31	0	100.0	IGHD3-3
True	10267	J	14	48	1	100.0	IGHJ4
True	10268	V	5	296	1	97.95	IGHV1-58
True	10268	D left	5	31	0	100.0	IGHD3-3
True	10268	D right	5	31	1	100.0	IGHD3-3
True	10268	J	5	62	0	97.67	IGHJ6
True	10269	V	20	296	0	90.97	IGHV3-23
True	10269	D left	20	31	0	100.0	IGHD3-9
True	10269	D right	20	31	1	100.0	IGHD3-9
True	10269	J	20	48	0	97.3	IGHJ4
False	10270	V	27	293	0	100.0	IGHV4-34
True	10270	D left	27	21	0	100.0	IGHD6-13
False	10270	D right	27	21	0	100.0	IGHD6-13
True	10270	J	27	62	0	100.0	IGHJ6
False	10271	V	16	294	0	97.28	IGHV3-30-3
True	10271	D left	16	30	0	100.0	IGHD3-10
True	10271	D right	16	30	0	100.0	IGHD3-10
True	10271	J	16	48	0	100.0	IGHJ4
True	10272	V	22	296	0	100.0	IGHV1-18
True	10272	D left	22	31	0	100.0	IGHD3-22
False	10272	D right	22	31	1	100.0	IGHD3-22
True	10272	J	22	53	0	100.0	IGHJ2
True	10273	V	22	293	0	100.0	IGHV4-34
True	10273	D left	22	16	1	100.0	IGHD4-11
False	10273	D right	22	16	0	100.0	IGHD4-11
True	10273	J	22	62	0	100.0	IGHJ6
True	10274	V	60	296	0	98.64	IGHV1-8
True	10274	D left	60	20	0	100.0	IGHD1-26
True	10274	D right	60	20	0	100.0	IGHD1-26
True	10274	J	60	51	2	95.24	IGHJ5
False	10275	V	44	296	1	92.23	IGHV3-74
True	10275	D left	44	31	0	95.45	IGHD2-15
True	10275	D right	44	31	1	95.45	IGHD2-15
True	10275	J	44	51	0	100.0	IGHJ5
True	10276	V	14	293	1	100.0	IGHV4-34
True	10276	D left	14	21	1	100.0	IGHD6-19
True	10276	D right	14	21	1	100.0	IGHD6-19
True	10276	J	14	48	0	94.59	IGHJ4
False	10277	V	12	296	0	98.31	IGHV5-51
True	10277	D left	12	37	3	100.0	IGHD3-16
True	10277	D right	12	37	0	100.0	IGHD3-16
True	10277	J	12	62	1	96.36	IGHJ6
False	10278	V	7	296	0	95.27	IGHV5-51
True	10278	D left	7	28	0	100.0	IGHD2-21
True	10278	D right	7	28	1	100.0	IGHD2-21
True	10278	J	7	51	2	100.0	IGHJ5
False	10279	V	18	294	0	100.0	IGHV1-2
True	10279	D left	18	31	1	100.0	IGHD3-22
True	10279	D right	18	31	0	100.0	IGHD3-22
True	10279	J	18	48	0	100.0	IGHJ4
False	10280	V	7	296	0	99.32	IGHV3-23
True	10280	D left	7	31	0	100.0	IGHD3-22
True	10280	D right	7	31	0	100.0	IGHD3-22
True	10280	J	7	48	0	100.0	IGHJ4
False	10281	V	21	296	2	100.0	IGHV3-11
True	10281	D left	21	18	0	100.0	IGHD6-25
True	10281	D right	21	18	0	100.0	IGHD6-25
True	10281	J	21	53	0	100.0	IGHJ2
False	10282	V	30	293	0	98.63	IGHV4-34
True	10282	D left	30	21	0	100.0	IGHD6-19
True	10282	D right	30	21	0	100.0	IGHD6-19
True	10282	J	30	48	0	100.0	IGHJ4
True	10283	V	7	296	0	100.0	IGHV3-48
True	10283	D left	7	21	1	100.0	IGHD6-19
True	10283	D right	7	21	0	100.0	IGHD6-19
True	10283	J	7	48	0	100.0	IGHJ4
False	10284	V	15	296	3	93.92	IGHV3-30
True	10284	D left	15	30	1	100.0	IGHD3-10
True	10284	D right	15	30	0	100.0	IGHD3-10
True	10284	J	15	62	0	100.0	IGHJ6
True	10285	V	12	302	0	88.67	IGHV3-49
True	10285	D left	12	37	1	100.0	IGHD3-16
True	10285	D right	12	37	0	100.0	IGHD3-16
True	10285	J	12	48	0	97.06	IGHJ4
True	10286	V	30	296	1	91.86	IGHV5-51
True	10286	D left	30	23	0	100.0	IGHD5/OR15-5b
True	10286	D right	30	23	1	100.0	IGHD5/OR15-5b
True	10286	J	30	62	0	97.06	IGHJ6
True	10287	V	13	296	0	98.98	IGHV3-23
True	10287	D left	13	20	1	100.0	IGHD5-24
True	10287	D right	13	20	1	100.0	IGHD5-24
True	10287	J	13	48	1	100.0	IGHJ4
True	10288	V	21	296	0	93.43	IGHV3-74
True	10288	D left	21	30	0	100.0	IGHD3-10
True	10288	D right	21	30	0	100.0	IGHD3-10
True	10288	J	21	48	1	95.83	IGHJ4
False	10289	V	8	296	2	100.0	IGHV3-23
True	10289	D left	8	20	0	100.0	IGHD5-5
False	10289	D right	8	20	0	100.0	IGHD5-5
True	10289	J	8	48	0	97.06	IGHJ4
False	10290	V	18	296	1	100.0	IGHV3-30
True	10290	D left	18	21	0	100.0	IGHD6-19
False	10290	D right	18	21	0	100.0	IGHD6-19
False	10290	J	18	48	2	100.0	IGHJ4
True	10291	V	6	296	0	80.0	IGHV1-69
True	10291	D left	6	31	0	100.0	IGHD2/OR15-2b
True	10291	D right	6	31	0	100.0	IGHD2/OR15-2b
True	10291	J	6	62	0	97.3	IGHJ6
True	10292	V	42	293	0	99.32	IGHV4-59
True	10292	D left	42	31	0	100.0	IGHD3-3
True	10292	D right	42	31	0	100.0	IGHD3-3
True	10292	J	42	62	1	100.0	IGHJ6
True	10293	V	13	299	0	100.0	IGHV4-39
True	10293	D left	13	31	0	100.0	IGHD2-2
True	10293	D right	13	31	0	100.0	IGHD2-2
True	10293	J	13	62	0	98.18	IGHJ6
False	10294	V	18	296	0	100.0	IGHV3-48
True	10294	D left	18	21	0	100.0	IGHD6-19
True	10294	D right	18	21	0	100.0	IGHD6-19
True	10294	J	18	62	2	98.08	IGHJ6
True	10295	V	11	296	0	100.0	IGHV1-69
True	10295	D left	11	37	0	100.0	IGHD3-16
True	10295	D right	11	37	0	100.0	IGHD3-16
True	10295	J	11	48	1	100.0	IGHJ4
False	10296	V	17	294	0	88.78	IGHV4-b
True	10296	D left	17	31	1	100.0	IGHD3-10
True	10296	D right	17	31	1	100.0	IGHD3-10
True	10296	J	17	48	0	100.0	IGHJ4
True	10297	V	22	296	0	97.95	IGHV1-18
True	10297	D left	22	31	1	100.0	IGHD3-3
True	10297	D right	22	31	0	100.0	IGHD3-3
False	10297	J	22	48	0	100.0	IGHJ4
False	10298	V	6	296	4	100.0	IGHV3-11
False	10298	D left	6	17	0	100.0	IGHD1-1
True	10298	D right	6	17	0	100.0	IGHD1-1
False	10298	J	6	51	2	100.0	IGHJ5
False	10299	V	29	296	1	100.0	IGHV3-30
False	10299	D left	29	31	0	100.0	IGHD2-2
True	10299	D right	29	31	0	100.0	IGHD2-2
True	10299	J	29	62	0	100.0	IGHJ6
True	10300	V	27	296	0	97.29	IGHV1-8
True	10300	D left	27	20	0	100.0	IGHD5-5
True	10300	D right	27	20	0	100.0	IGHD5-5
True	10300	J	27	48	0	93.94	IGHJ4
False	10301	V	10	293	2	100.0	IGHV3-53
False	10301	D left	10	18	0	100.0	IGHD6-6
False	10301	D right	10	18	0	100.0	IGHD6-6
True	10301	J	10	62	0	97.96	IGHJ6
False	10302	V	35	296	1	92.57	IGHV3-30
True	10302	D left	35	21	0	100.0	IGHD6-13
True	10302	D right	35	21	1	100.0	IGHD6-13
False	10302	J	35	48	0	90.24	IGHJ4
False	10303	V	53	298	0	100.0	IGHV3-43
True	10303	D left	53	21	0	100.0	IGHD6-13
False	10303	D right	53	21	0	100.0	IGHD6-13
True	10303	J	53	62	0	100.0	IGHJ6
True	10304	V	19	296	0	100.0	IGHV3-11
False	10304	D left	19	21	0	100.0	IGHD6-19
True	10304	D right	19	21	0	100.0	IGHD6-19
True	10304	J	19	62	0	100.0	IGHJ6
False	10305	V	14	296	2	100.0	IGHV1-24
True	10305	D left	14	31	0	100.0	IGHD3-22
True	10305	D right	14	31	0	100.0	IGHD3-22
False	10305	J	14	48	1	100.0	IGHJ4
True	10306	V	9	296	1	98.64	IGHV3-74
True	10306	D left	9	20	0	100.0	IGHD5-5
False	10306	D right	9	20	2	100.0	IGHD5-5
True	10306	J	9	48	0	94.74	IGHJ4
False	10307	V	10	298	1	100.0	IGHV3-9
False	10307	D left	10	23	2	100.0	IGHD5-12
True	10307	D right	10	23	0	100.0	IGHD5-12
True	10307	J	10	48	0	100.0	IGHJ4
True	10308	V	11	296	0	100.0	IGHV1-69
True	10308	D left	11	23	0	100.0	IGHD5-12
True	10308	D right	11	23	0	100.0	IGHD5-12
True	10308	J	11	62	1	100.0	IGHJ6
True	10309	V	6	299	1	100.0	IGHV4-39
False	10309	D left	6	37	1	100.0	IGHD3-16
True	10309	D right	6	37	0	100.0	IGHD3-16
True	10309	J	6	62	0	97.5	IGHJ6
True	10310	V	6	296	1	100.0	IGHV3-7
True	10310	D left	6	20	0	100.0	IGHD5-5
True	10310	D right	6	20	0	100.0	IGHD5-5
True	10310	J	6	53	0	97.78	IGHJ2
False	10311	V	31	294	0	97.62	IGHV4-b
True	10311	D left	31	20	0	100.0	IGHD1-26
True	10311	D right	31	20	0	100.0	IGHD1-26
True	10311	J	31	48	0	100.0	IGHJ4
True	10312	V	26	296	2	100.0	IGHV3-30
True	10312	D left	26	18	0	100.0	IGHD6-25
False	10312	D right	26	18	0	100.0	IGHD6-25
True	10312	J	26	62	1	100.0	IGHJ6
True	10313	V	22	296	0	100.0	IGHV1-2
True	10313	D left	22	20	1	100.0	IGHD5-5
True	10313	D right	22	20	0	100.0	IGHD5-5
True	10313	J	22	51	1	100.0	IGHJ5
True	10314	V	9	296	0	100.0	IGHV3-64D
True	10314	D left	9	16	0	100.0	IGHD4-11
True	10314	D right	9	16	1	100.0	IGHD4-11
False	10314	J	9	62	1	98.25	IGHJ6
True	10315	V	13	296	0	100.0	IGHV1-2
True	10315	D left	13	31	0	100.0	IGHD3-10
True	10315	D right	13	31	0	100.0	IGHD3-10
True	10315	J	13	48	0	100.0	IGHJ4
True	10316	V	35	293	0	100.0	IGHV4-34
True	10316	D left	35	31	1	100.0	IGHD3-9
True	10316	D right	35	31	0	100.0	IGHD3-9
True	10316	J	35	62	0	97.5	IGHJ6
False	10317	V	24	293	0	100.0	IGHV4-34
False	10317	D left	24	21	2	100.0	IGHD6-13
True	10317	D right	24	21	0	100.0	IGHD6-13
True	10317	J	24	51	0	100.0	IGHJ5
True	10318	V	7	299	2	100.0	IGHV4-39
False	10318	D left	7	31	1	100.0	IGHD3-10
True	10318	D right	7	31	1	100.0	IGHD3-10
True	10318	J	7	48	0	97.56	IGHJ4
False	10319	V	22	293	0	86.35	IGHV4-34
True	10319	D left	22	31	1	100.0	IGHD3-22
True	10319	D right	22	31	0	100.0	IGHD3-22
True	10319	J	22	62	0	95.35	IGHJ6
True	10320	V	8	298	2	86.41	IGHV3-9
True	10320	D left	8	31	0	100.0	IGHD2-8
True	10320	D right	8	31	1	100.0	IGHD2-8
True	10320	J	8	51	0	95.83	IGHJ5
True	10321	V	17	298	0	89.86	IGHV3-9
True	10321	D left	17	37	0	100.0	IGHD3-16
True	10321	D right	17	37	0	100.0	IGHD3-16
True	10321	J	17	48	0	100.0	IGHJ4
True	10322	V	17	296	0	100.0	IGHV3-33
True	10322	D left	17	20	0	100.0	IGHD5-5
False	10322	D right	17	20	0	100.0	IGHD5-5
True	10322	J	17	48	0	100.0	IGHJ4
True	10323	V	27	296	0	90.07	IGHV3-21
True	10323	D left	27	31	0	100.0	IGHD3-3
True	10323	D right	27	31	4	100.0	IGHD3-3
True	10323	J	27	62	3	93.94	IGHJ6
False	10324	V	18	296	1	96.28	IGHV1-2
True	10324	D left	18	20	0	100.0	IGHD5-24
True	10324	D right	18	20	0	100.0	IGHD5-24
True	10324	J	18	48	1	100.0	IGHJ4
True	10325	V	8	296	0	94.56	IGHV3-7
True	10325	D left	8	31	0	100.0	IGHD2-15
True	10325	D right	8	31	0	100.0	IGHD2-15
True	10325	J	8	48	0	97.14	IGHJ4
False	10326	V	14	296	1	89.19	IGHV3-30
True	10326	D left	14	17	1	100.0	IGHD1-7
True	10326	D right	14	17	0	100.0	IGHD1-7
False	10326	J	14	48	1	97.62	IGHJ4
False	10327	V	9	293	1	100.0	IGHV3-53
True	10327	D left	9	19	0	100.0	IGHD4-23
True	10327	D right	9	19	0	100.0	IGHD4-23
True	10327	J	9	53	0	97.78	IGHJ2
True	10328	V	8	298	0	97.28	IGHV3-43
True	10328	D left	8	21	0	100.0	IGHD6-13
False	10328	D right	8	21	0	100.0	IGHD6-13
True	10328	J	8	51	0	96.15	IGHJ5
False	10329	V	11	293	0	100.0	IGHV4-34
True	10329	D left	11	31	0	100.0	IGHD3-22
False	10329	D right	11	31	0	100.0	IGHD3-22
False	10329	J	11	48	1	100.0	IGHJ4
False	10330	V	9	294	0	91.84	IGHV3-30-3
True	10330	D left	9	31	0	100.0	IGHD2-2
True	10330	D right	9	31	0	100.0	IGHD2-2
True	10330	J	9	62	0	95.92	IGHJ6
False	10331	V	6	296	0	92.91	IGHV3-30
True	10331	D left	6	31	0	100.0	IGHD3-3
True	10331	D right	6	31	1	100.0	IGHD3-3
True	10331	J	6	48	0	100.0	IGHJ4
True	10332	V	15	296	0	95.92	IGHV4-4
True	10332	D left	15	30	0	100.0	IGHD3-10
True	10332	D right	15	30	0	100.0	IGHD3-10
True	10332	J	15	48	1	94.44	IGHJ4
False	10333	V	16	293	0	98.98	IGHV4-59
False	10333	D left	16	20	2	100.0	IGHD5-5
True	10333	D right	16	20	0	100.0	IGHD5-5
False	10333	J	16	48	1	100.0	IGHJ4
True	10334	V	26	296	1	94.24	IGHV3-30-3
True	10334	D left	26	31	0	100.0	IGHD2-2
True	10334	D right	26	31	0	100.0	IGHD2-2
True	10334	J	26	48	0	100.0	IGHJ4
True	10335	V	11	296	0	96.27	IGHV3-21
True	10335	D left	11	31	0	93.33	IGHD2-2
True	10335	D right	11	31	0	93.33	IGHD2-2
True	10335	J	11	62	0	97.83	IGHJ6
False	10336	V	23	293	0	100.0	IGHV4-34
True	10336	D left	23	31	0	100.0	IGHD2-15
True	10336	D right	23	31	1	100.0	IGHD2-15
True	10336	J	23	48	0	100.0	IGHJ4
False	10337	V	31	293	1	100.0	IGHV4-34
True	10337	D left	31	31	1	100.0	IGHD3-10
True	10337	D right	31	31	0	100.0	IGHD3-10
True	10337	J	31	48	0	100.0	IGHJ4
False	10338	V	17	294	0	100.0	IGHV4-b
False	10338	D left	17	31	2	100.0	IGHD3-10
True	10338	D right	17	31	2	100.0	IGHD3-10
True	10338	J	17	51	1	100.0	IGHJ5
True	10339	V	5	296	0	100.0	IGHV3-30
True	10339	D left	5	16	0	100.0	IGHD4-17
False	10339	D right	5	16	0	100.0	IGHD4-17
True	10339	J	5	48	1	97.3	IGHJ4
True	10340	V	15	296	0	94.2	IGHV3-48
